step,loss_total,loss_policy,loss_value,policy_entropy,reward_mean,clip_fraction
1,-0.8809823989868164,-2.125788927078247,2.5688300132751465,3.960848331451416,0.20974470674991608,0.0
2,-0.925663948059082,-2.1602883338928223,2.548487901687622,3.96195912361145,0.20974470674991608,0.0
3,-0.9705132842063904,-2.19511079788208,2.5284554958343506,3.963022232055664,0.20974470674991608,0.0
4,-1.0157252550125122,-2.230499267578125,2.508829116821289,3.964050531387329,0.20974470674991608,0.0
5,-1.061378002166748,-2.2664647102355957,2.489474296569824,3.965038537979126,0.20974470674991608,0.0
6,-1.1074082851409912,-2.3029892444610596,2.4704813957214355,3.9659788608551025,0.20974470674991608,0.0
